DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
200104077,01/02/2020 12:00:00 AM,01/01/2020 12:00:00 AM,2030,01,Central,0195,1,330,BURGLARY FROM VEHICLE,0344 1307 1822 0329 1609,37,F,H,101,STREET,,,IC,Invest Cont,330,,,,1800 S  MAIN                         ST,,34.0317,-118.2641
200104078,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,0820,01,Central,0162,1,210,ROBBERY,0334 0325 1822 0443,0,X,X,403,DRUG STORE,218,OTHER CUTTING INSTRUMENT,IC,Invest Cont,210,,,,600 W  7TH                          ST,,34.0473,-118.2566
200104082,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1225,01,Central,0153,2,624,BATTERY - SIMPLE ASSAULT,0416,60,M,O,101,STREET,400,*STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)*,IC,Invest Cont,624,,,,7TH,SPRING,34.0449,-118.2528
200104090,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1305,01,Central,0162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,0,M,H,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 W  7TH                          ST,,34.048,-118.2577
200104092,01/02/2020 12:00:00 AM,01/01/2020 12:00:00 AM,1200,01,Central,0111,1,310,BURGLARY,1822 0344 1602 0329,51,M,O,707,GARAGE/CARPORT,,,IC,Invest Cont,310,,,,700    ALPINE                       ST,,34.0635,-118.2426
200918185,12/07/2020 12:00:00 AM,12/07/2020 12:00:00 AM,1203,09,Van Nuys,0935,2,900,VIOLATION OF COURT ORDER,2000 2038,52,F,W,725,*GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)*,,,AA,Adult Arrest,900,,,,6200    SYLMAR                       AV,,34.1837,-118.4465
200104098,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1240,01,Central,0154,1,210,ROBBERY,2004 0913 0344 0334 0302 1402 1202,61,M,W,502,*MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)*,102,HAND GUN,AO,Adult Other,210,998,,,100 E  5TH                          ST,,34.0467,-118.2485
200104101,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,0800,01,Central,0131,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416 0417 2002,38,M,B,502,*MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)*,400,*STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)*,IC,Invest Cont,626,,,,100 S  FIGUEROA                     ST,,34.0569,-118.254
200104118,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1600,01,Central,0159,2,624,BATTERY - SIMPLE ASSAULT,0400 2033 1822,36,F,B,203,OTHER BUSINESS,400,*STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)*,IC,Invest Cont,624,,,,800 E  4TH                          PL,,34.0445,-118.2367
200104120,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1450,01,Central,0158,1,310,BURGLARY,1822 1218 0344 1206 1605,59,M,H,516,SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS,,,IC,Invest Cont,310,,,,1200 E  7TH                          ST,,34.0395,-118.2405
200104126,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1215,01,Central,0162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,32,M,H,406,OTHER STORE,,,IC,Invest Cont,442,,,,700 S  FLOWER                       ST,,34.0487,-118.2588
200104127,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1130,01,Central,0138,2,888,TRESPASSING,2004 0913,44,F,B,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,888,,,,300 E  3RD                          ST,,34.048,-118.2438
200104129,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,0320,01,Central,0124,1,230,*ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT*,0416 1822 1218 2004 1202,60,F,W,101,STREET,515,PHYSICAL PRESENCE,IC,Invest Cont,230,,,,1ST,MAIN,34.0522,-118.2434
210121427,10/26/2021 12:00:00 AM,10/18/2020 12:00:00 AM,0528,01,Central,0121,2,860,BATTERY WITH SEXUAL CONTACT,1822 0522 2034 2014,24,F,W,101,STREET,400,*STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)*,IC,Invest Cont,860,,,,900 W  TEMPLE                       ST,,34.0607,-118.2494
200104132,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1915,01,Central,0182,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 1822,31,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,1200 S  GRAND                        AV,,34.0402,-118.2633
200104135,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,2000,01,Central,0142,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1218 1810 2032,30,M,W,101,STREET,,,IC,Invest Cont,440,,,,300 S  GRAND                        AV,,34.053,-118.2513
200104136,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,2000,01,Central,0158,1,230,*ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT*,0416 1300 1309 2004 0913 1268 2003 1218,50,M,B,101,STREET,307,VEHICLE,AA,Adult Arrest,230,,,,600 S  CENTRAL                      AV,,34.039,-118.24
201815332,08/10/2020 12:00:00 AM,08/10/2020 12:00:00 AM,0125,18,Southeast,1822,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 1814 0448 0429 0416 1243 1813 2000,50,F,B,505,MOTEL,400,*STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)*,AO,Adult Other,626,,,,10300 S  BROADWAY,,33.9425,-118.2781
200104138,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1740,01,Central,0111,1,230,*ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT*,2004 0411 0400 1822 0445,40,M,H,203,OTHER BUSINESS,216,SCISSORS,IC,Invest Cont,230,,,,600 N  BROADWAY,,34.0586,-118.2402
